UNIQUEID,wgs_xF,wgs_yF,PERS106,exp5nrm,exp3nrm,rough_1k,prad_sw_di,etpt_5,mind_yr_av,prec_winte,tave_sprin
Z0401030100382806,-109.726628,32.262069,0,-53,-104,20.46130562,-5279,97,-1946.25,25,148.6666667
Z0401030100383437,-109.7285,32.12678,0,-7,-4,2.744526148,-5452,97,-1928.416667,23.33333333,150.6666667
Z0401030100385413,-109.299567,32.392347,0,-4,0,1.658129692,-5469,98,-1967,21.33333333,157.3333333
Z0401030100386003,-110.417814,32.086721,0,54,19,51.58792114,-5259,97,-1836.5,36.33333333,143.3333333
Z0401030100386568,-109.888047,32.083132,0,-11,-7,2.516430855,-5449,97,-1933.5,22.66666667,150.6666667
Z0401030100387829,-110.149992,32.400918,0,-12,-59,25.42036629,-5475,97,-1748.25,40.66666667,133.3333333
Z0401030100388270,-109.199504,32.075102,0,-5,0,4.653183937,-5482,97,-1907.666667,23.66666667,145.3333333
Z0401030100980359,-109.820364,33.210088,0,-23,-13,3.017440796,-5560,97,-1780.5,36,128
Z0401030100980982,-110.356492,33.259118,0,5,2,10.30788136,-5461,98,-1906.416667,38.33333333,162.3333333
Z0401030100982051,-110.413378,32.763168,0,128,139,93.73774719,-5656,96,-1635.083333,51.33333333,131.3333333
Z0401030100983400,-109.984444,32.940968,0,-6,-3,5.528950214,-5568,98,-1949.166667,26,161.6666667
Z0401030100983989,-109.562423,32.575974,0,-6,-3,4.643622875,-5520,98,-1966.166667,21.66666667,160.6666667
Z0401030100985254,-109.824566,32.894441,0,-14,-6,1.430229187,-5549,98,-1978.5,22,165
Z0401030100987372,-110.414637,32.582875,0,-36,2,47.57901382,-5350,98,-1881.666667,38.33333333,159
Z0401030100988242,-109.828991,32.57839,0,-160,-134,28.52633667,-5296,97,-1884.666667,32.66666667,140
Z0401030100990735,-110.355498,33.39441,0,-16,-6,26.0031147,-5801,97,-1739.083333,41.66666667,151.6666667
Z0401030100991883,-109.989998,32.444867,0,-12,-7,1.876247048,-5480,98,-1902.75,28,153.6666667
Z0401030101186112,-109.258411,32.86977,0,-17,-38,20.91138268,-5589,97,-1832.083333,29,141
Z0401030101188321,-109.390372,33.250273,1,105,60,29.65389633,-5768,94,-1577.083333,40.33333333,98
Z0401030101188609,-109.39377,33.069956,0,0,-31,46.86104202,-5411,97,-1863.416667,31.66666667,138.6666667
Z0401030101190680,-109.22672,33.383447,1,-101,-122,55.21475601,-5688,95,-1625.916667,36,109
Z0401030101280111,-114.025348,33.946349,0,-23,-13,2.345401764,-5660,99,-2091.083333,13.66666667,204.6666667
Z0401030101281985,-113.475471,33.461555,0,4,1,9.640507698,-5574,99,-2075.583333,17.33333333,192.6666667
Z0401030101283103,-113.616051,33.485706,0,-5,-1,1.195065618,-5604,99,-2088.916667,15.33333333,199
Z0401030101284239,-113.593769,33.819775,0,-3,0,2.938150406,-5604,98,-2041.25,19.66666667,181.6666667
Z0401030101287533,-113.493692,34.092315,0,-24,-34,4.890012264,-5582,98,-2004.583333,24.33333333,174.6666667
Z0401030101289806,-113.609227,33.972714,0,-56,-40,5.950732231,-5701,98,-1996,21.33333333,179.6666667
Z0401030101290817,-114.181514,34.130322,0,-29,-35,20.96462631,-5681,99,-2100.25,13.66666667,214.6666667
Z0401030101291969,-113.754192,33.771209,0,-17,-7,9.962003708,-5594,99,-2078,16.66666667,192.6666667
Z0401030101380722,-113.053882,33.829952,0,-27,-28,5.282485008,-5592,98,-1992.916667,26,172.6666667
Z0401030101381717,-112.056926,33.599022,0,17,0,20.12057304,-5595,99,-2026.5,26.33333333,197.3333333
Z0401030101381844,-112.632851,33.277117,0,-5,-4,1.98081708,-5582,99,-2079.833333,19.66666667,205.3333333
Z0401030101382607,-111.540566,33.755687,0,17,-18,42.25353241,-5465,98,-1879.833333,48,174
Z0401030101382750,-112.61421,33.430676,0,-4,-4,4.526231289,-5532,99,-2078.25,21.66666667,201.6666667
Z0401030101383078,-112.348154,33.614228,0,-1,0,1.274259567,-5596,99,-2037.25,25,199.3333333
Z0401030101383257,-111.913699,33.302525,0,0,0,0.830966353,-5575,99,-2052.333333,22,200.3333333
Z0401030101383628,-113.202104,33.28637,0,0,-1,19.29782295,-5600,99,-2072.166667,18,196
Z0401030101383933,-112.504344,33.296776,0,-13,-12,4.824558258,-5572,99,-2075.666667,20,203.6666667
Z0401030101386394,-111.765944,33.601167,0,79,71,17.08800697,-5505,99,-1987.5,33.66666667,190.3333333
Z0401030101386542,-112.617566,33.610998,0,14,13,36.54452896,-5690,98,-1954.25,28,185.6666667
Z0401030101386589,-111.054493,33.485117,0,-13,-31,71.51470184,-5481,98,-1735.416667,63.33333333,152.3333333
Z0401030101387433,-112.933778,33.290836,0,-4,-3,2.01757431,-5590,99,-2084.75,18,204
Z0401030101387475,-112.56614,33.746932,0,-2,0,2.01769948,-5604,99,-1997.166667,29.33333333,190.3333333
Z0401030101388423,-111.485565,33.575527,0,-94,-71,35.75101471,-5559,99,-1957.416667,36,194.6666667
Z0401030101388795,-113.045335,33.469403,0,-24,-35,5.719883919,-5620,99,-2049.583333,19.66666667,193
Z0401030101390278,-112.337802,32.937886,0,29,2,60.52853394,-5691,98,-2016.75,18.33333333,197.6666667
Z0401030101980942,-111.106673,32.133126,0,-14,-9,2.467465162,-5476,99,-1981.666667,24.66666667,193
Z0401030101981050,-111.373211,32.493476,0,-12,-7,3.560090303,-5507,99,-2025,26,204.6666667
Z0401030101982735,-110.576374,32.132621,0,-339,-235,62.7770195,-5603,97,-1837.25,30,169
Z0401030101985998,-111.266103,32.268216,0,-5,-1,1.48854208,-5478,99,-2010.083333,24.66666667,200
Z0401030101987666,-110.682106,32.268093,0,27,13,41.01098251,-4988,98,-1990.666667,34,171
Z0401030102180964,-111.054164,32.990179,0,-8,-7,6.651619434,-5559,98,-1860.25,44.33333333,181
Z0401030102181192,-111.803001,32.942492,0,-3,-1,2.916671038,-5510,99,-2064.916667,21.33333333,196.6666667
Z0401030102181434,-110.519252,32.94415,0,43,22,25.45689774,-5413,98,-1841.5,45.33333333,159
Z0401030102182117,-112.072596,33.120863,0,0,0,1.095629573,-5564,99,-2071.5,19,202
Z0401030102184301,-111.53749,33.259624,0,0,0,1.794351459,-5574,99,-2004.833333,28,199.3333333
Z0401030102184580,-111.801375,32.762093,0,0,0,0.96922338,-5525,99,-2059.916667,20.66666667,200
Z0401030102184753,-111.107266,32.629285,0,-8,-6,6.01106739,-5542,99,-1918.833333,34.66666667,188.3333333
Z0401030102185437,-111.267035,32.583959,0,-2,-4,3.769682407,-5501,99,-2010,28,200.3333333
Z0401030102185590,-110.520944,32.628431,0,-24,-6,25.44504166,-5412,98,-1934.916667,32.66666667,173.3333333
Z0401030102188895,-111.961986,32.806062,0,-2,0,2.58003211,-5540,99,-2064.166667,19.66666667,200.6666667
Z0401030102189905,-111.373774,32.628792,0,-17,-15,1.40216279,-5501,99,-2025.833333,26.66666667,203
Z0401030102192217,-110.786703,32.944895,0,-19,-6,16.45709229,-5616,98,-1861,39,176
Z0401030102785892,-113.364286,33.328474,0,-8,-4,3.056306601,-5556,99,-2093.25,16.66666667,198
Z0401030200384652,-109.407451,32.303558,0,-2,-1,2.429698467,-5487,98,-1954.5,21.66666667,155.3333333
Z0401030200385211,-109.307345,31.98647,0,222,251,26.20227432,-5264,95,-1620.583333,47.66666667,102
Z0401030200386421,-110.153328,32.040095,0,-26,-27,22.82492638,-5392,97,-1885.333333,28.66666667,150
Z0401030200386706,-109.149324,31.939263,0,67,115,86.31867981,-5503,96,-1810.416667,28.66666667,136.6666667
Z0401030200387380,-110.418053,32.042183,0,-41,-31,6.501717091,-5432,98,-1899.583333,27.33333333,159.3333333
Z0401030200389938,-109.994791,31.993686,0,246,277,96.99824524,-5452,97,-1777.416667,35.66666667,134.6666667
Z0401030200391781,-110.394714,32.375296,0,-50,-50,33.10620117,-5350,98,-1933.25,31,168
Z0401030200981332,-109.39864,32.799516,0,50,48,32.54476166,-5436,98,-1939.416667,25.66666667,153
Z0401030200982047,-109.932545,32.80521,0,-93,-68,22.28859329,-5721,97,-1868.833333,27,158
Z0401030200983692,-109.769243,33.029203,0,23,57,53.05238724,-5374,97,-1907.833333,30.33333333,145.3333333
Z0401030200984002,-110.05668,33.185044,0,-10,-10,28.94905853,-5577,97,-1871.5,33,152.6666667
Z0401030200985108,-109.926544,33.301243,0,-19,-7,1.17529273,-5580,96,-1743.583333,39,124.6666667
Z0401030200986858,-109.670227,32.487093,0,-4,-1,7.525686741,-5493,97,-1906,26.33333333,148.6666667
Z0401030200986920,-109.241156,32.662117,0,-106,-83,10.64058876,-5522,97,-1913.166667,24.33333333,152
Z0401030200987218,-110.254098,32.672214,0,-22,13,32.42878723,-5553,97,-1776.583333,41,145.3333333
Z0401030200988195,-109.8281,32.669099,0,46,96,106.0450058,-5570,92,-1409.25,54.33333333,88.33333333
Z0401030201180552,-109.335722,33.294745,1,55,29,38.44936371,-5578,95,-1635.166667,40,98.66666667
Z0401030201182245,-109.135493,32.615444,0,-48,-55,18.74873734,-5590,97,-1870.583333,25.66666667,143.6666667
Z0401030201182319,-109.167788,33.653191,1,-85,-77,74.04090118,-5445,93,-1405.416667,37.33333333,72
Z0401030201182551,-109.07151,33.110752,1,-56,-58,23.56862068,-5542,95,-1714.166667,35,110.3333333
Z0401030201185613,-109.067482,33.290854,0,-10,-18,47.91697693,-5379,95,-1673,36.66666667,96.66666667
Z0401030201188372,-109.330363,33.610278,0,26,-7,78.80770874,-5510,88,-952.4166667,53.66666667,39
Z0401030201284261,-113.859111,33.678678,0,-22,-16,1.913772464,-5623,99,-2094,14.33333333,202.3333333
Z0401030201289404,-113.474191,33.416498,0,0,2,4.139914036,-5556,99,-2089.083333,16.66666667,194.3333333
Z0401030201291034,-113.424204,33.552708,0,-10,-4,0.84536767,-5603,99,-2067.25,17.33333333,192.3333333
Z0401030201381022,-111.754931,33.574176,0,4,-9,9.601662636,-5507,99,-2005.916667,31.33333333,195.3333333
Z0401030201382054,-113.30299,33.8526,0,25,-28,116.2259293,-6062,95,-1716.916667,30,158
Z0401030201382778,-113.307047,33.194293,0,-2,0,3.00630641,-5533,99,-2119.916667,15,205.3333333
Z0401030201383473,-112.185254,33.525708,0,0,0,1.06912601,-5592,99,-2051.5,23.66666667,201
Z0401030201383605,-112.024276,33.57224,0,5,-21,12.25214481,-5664,99,-2007,26,199
Z0401030201383852,-112.137961,34.02218,0,-22,10,21.96906853,-5623,98,-1931.25,36.66666667,184.3333333
Z0401030201383948,-113.155119,33.557715,0,-25,-7,3.684529543,-5573,99,-2065.583333,19.33333333,188.6666667
Z0401030201384166,-112.295619,33.704975,0,-21,-19,2.582301855,-5607,99,-2021.416667,26.66666667,198.3333333
Z0401030201384330,-112.770935,33.203088,0,-39,-37,0.673525333,-5586,99,-2090.666667,17.66666667,208.6666667
Z0401030201385194,-112.182804,33.34535,0,-10,-3,0.99574852,-5587,99,-2067.25,20.33333333,203.3333333
Z0401030201385980,-113.159617,33.737977,0,23,19,10.601367,-5577,98,-1994.583333,26,169.3333333
Z0401030201386177,-112.446194,33.026881,0,18,-6,21.6606617,-5501,99,-2084.166667,18.66666667,199.3333333
Z0401030201386707,-113.315389,33.509735,0,-6,-1,2.390617132,-5608,99,-2067.25,17.33333333,191.6666667
Z0401030201387490,-111.865382,33.844026,0,-35,-13,8.309779167,-5592,98,-1873.666667,45.33333333,171
Z0401030201387519,-112.87914,33.246583,0,-7,-12,5.509028435,-5609,99,-2079.666667,17.66666667,204
Z0401030201387617,-112.459739,33.838419,0,0,2,6.294586182,-5570,99,-1979.833333,32,186
Z0401030201388836,-112.320848,33.235728,0,-64,-13,3.66378665,-5547,99,-2087.416667,19.33333333,201.6666667
Z0401030201389634,-111.807126,33.393459,0,-3,-1,0.936951876,-5582,99,-2030.666667,25,200
Z0401030201390051,-112.457467,33.703163,0,-1,0,1.811969161,-5601,99,-2015.583333,27.66666667,195
Z0401030201390913,-112.449187,33.207241,0,-7,0,2.360961914,-5576,99,-2077.333333,19.33333333,203.6666667
Z0401030201391385,-111.432365,33.711017,0,121,97,52.34860229,-5635,97,-1672.166667,62.33333333,147
Z0401030201391644,-112.723524,33.519386,0,0,4,2.1464324,-5590,99,-2048.916667,23,197.3333333
Z0401030201392093,-112.45441,33.522839,0,-3,0,2.210420609,-5581,99,-2050.666667,23.33333333,199.3333333
Z0401030201982752,-110.524299,31.996905,0,-18,-12,6.187727928,-5381,98,-1904.75,28.66666667,162
Z0401030201986515,-111.372685,32.358123,0,-8,-1,2.021975279,-5474,99,-2022.5,25,203.3333333
Z0401030201986636,-110.521659,32.493118,0,0,8,9.24416256,-5512,98,-1902.166667,32.33333333,175
Z0401030201990508,-110.683354,31.907228,0,-40,-25,12.59518909,-5479,98,-1831.166667,32.66666667,156.6666667
Z0401030201990646,-110.682888,32.042555,0,-24,-22,18.56818962,-5413,98,-1924,29,172.3333333
Z0401030201991701,-110.788144,32.358713,0,-42,66,110.0133972,-5368,96,-1744.333333,48,148
Z0401030202180403,-111.501344,32.565199,0,-2,0,42.58586502,-5528,99,-2031.583333,24.33333333,204.6666667
Z0401030202180646,-111.641891,32.853221,0,0,0,0.496044964,-5536,99,-2042.416667,23.33333333,198
Z0401030202180861,-112.18098,33.210077,0,-164,-230,23.46315384,-5653,99,-2052.916667,19,202
Z0401030202181499,-111.484559,33.395138,0,-47,-22,5.254060268,-5569,99,-1974,32,199
Z0401030202181682,-111.214519,32.899783,0,0,-1,6.673965931,-5550,99,-1948.166667,35,192
Z0401030202181999,-110.947413,32.539126,0,-7,1,5.439251423,-5459,99,-1910.75,37,180
Z0401030202182056,-110.520704,32.673534,0,7,22,21.05178642,-5435,98,-1892.166667,35.66666667,169.3333333
Z0401030202182130,-111.482817,33.079448,0,-3,-4,5.706314087,-5541,99,-2022.416667,27,199
Z0401030202182162,-111.215293,33.2155,0,56,48,46.05467224,-5482,99,-1910.083333,44.33333333,187.6666667
Z0401030202182409,-111.373398,32.538581,0,-2,0,0.804720938,-5500,99,-2023.333333,26.33333333,204.3333333
Z0401030202182517,-111.643198,33.033622,0,-21,-10,3.695697784,-5568,99,-2034.75,23.66666667,196.6666667
Z0401030202184074,-111.481834,32.899045,0,-3,-1,1.552937865,-5536,99,-2029.916667,25.66666667,198
Z0401030202184137,-111.322269,33.125068,0,14,13,2.941105366,-5545,99,-1994.916667,31,198
Z0401030202185955,-111.085843,32.51198,0,-11,-82,79.22827148,-5464,98,-1914.833333,36.33333333,182.6666667
Z0401030202187908,-110.787326,32.674236,0,15,11,7.7718997,-5578,98,-1792.666667,45.33333333,166.6666667
Z0401030202187919,-110.4644,33.169432,0,-60,-31,7.62835598,-5633,98,-1867.666667,38.33333333,170.6666667
Z0401030202188601,-111.374719,32.85431,0,78,85,50.32233429,-5594,99,-1964.666667,30,196
Z0401030202191540,-112.057357,32.742132,0,-6,-4,7.442513466,-5526,99,-2054,20,197
Z0401030300380344,-110.260034,31.950521,0,-28,-12,9.579328537,-5423,98,-1932.166667,21.33333333,160.6666667
Z0401030300383980,-109.08986,32.254045,0,17,22,16.59105301,-5443,97,-1936.75,22,147.6666667
Z0401030300384908,-109.408186,32.258441,0,-4,-1,3.186144352,-5496,98,-1946.083333,22.66666667,153.6666667
Z0401030300389072,-109.252972,32.030914,0,-93,-110,24.16215515,-5483,96,-1794.666667,30.66666667,134.6666667
Z0401030300389754,-109.538735,32.06159,0,-11,-6,2.870592833,-5428,97,-1887.75,26.66666667,144.6666667
Z0401030300391661,-110.101656,31.904454,0,2,1,5.546534061,-5418,97,-1887.833333,26.66666667,150.3333333
Z0401030300392104,-109.833342,32.217996,0,0,0,1.653737783,-5456,98,-1929.333333,24,151.3333333
Z0401030300983413,-110.038724,32.895126,0,-10,-6,7.078920364,-5540,98,-1912.5,29.33333333,158.3333333
Z0401030300984243,-110.30424,33.078436,0,249,292,65.98106384,-5677,94,-1523.5,56.66666667,108.6666667
Z0401030300984928,-109.930976,32.940486,0,0,4,5.6824646,-5564,98,-1964.166667,24,163.3333333
Z0401030300985085,-110.095019,32.580979,0,-8,-7,1.122047186,-5498,98,-1866.916667,32,152.6666667
Z0401030300988151,-109.349408,32.573393,0,23,27,26.25555038,-5468,98,-1944.416667,23.66666667,153
Z0401030300988856,-109.607953,33.072604,0,-14,33,30.90090179,-5642,96,-1778.416667,32.66666667,134.6666667
Z0401030300989013,-110.17382,33.276076,0,22,42,41.43569183,-5340,98,-1888,38.66666667,145.6666667
Z0401030300989740,-110.202833,32.446523,0,76,85,33.89270782,-5458,96,-1712.333333,44.66666667,125.6666667
Z0401030300990262,-109.896816,33.102554,0,116,78,125.7469025,-4957,97,-1945.333333,35,137.3333333
Z0401030300991033,-109.771118,32.893927,0,-17,-7,10.78043461,-5493,98,-1992.666667,21.66666667,165
Z0401030301191868,-109.180518,33.022007,0,0,2,28.95366478,-5489,97,-1855,30,139.3333333
Z0401030301192157,-109.273473,33.744811,0,-1,-35,25.85248756,-5459,90,-1150.333333,45,51
Z0401030301283790,-113.710272,34.087725,0,80,66,35.06571579,-5511,99,-2033.25,24.33333333,178.6666667
Z0401030301283877,-113.413282,33.931635,0,-8,-3,2.050153971,-5617,98,-2013.583333,22.33333333,175.3333333
Z0401030301285206,-113.430558,33.77802,0,44,-6,82.54399872,-5731,97,-1894.416667,27,163.3333333
Z0401030301287436,-113.543804,33.956053,0,-32,-55,37.05918121,-5535,98,-2012.166667,25,169.3333333
Z0401030301290358,-113.976201,33.94635,0,6,7,11.2644968,-5651,99,-2084.5,14.66666667,201
Z0401030301380261,-112.022683,33.436965,0,-1,0,0.657128751,-5591,99,-2052.333333,23,201.6666667
Z0401030301380511,-113.148443,33.287309,0,-6,0,4.038639069,-5558,99,-2088.166667,17.33333333,199.3333333
Z0401030301380953,-112.833061,33.607992,0,0,4,24.45035362,-5549,99,-2045.75,24,190.6666667
Z0401030301381323,-112.563687,33.611691,0,91,44,20.00776291,-5645,98,-1946.833333,29.66666667,179.3333333
Z0401030301384133,-112.707691,33.80818,0,4,-1,7.331094742,-5578,99,-1987.25,29.66666667,185
Z0401030301384693,-111.704003,33.935243,0,11,35,37.072052,-5798,97,-1769.416667,48,174.6666667
Z0401030301385326,-111.541281,33.981945,0,107,63,70.25724792,-5700,95,-1539.666667,65.66666667,118.6666667
Z0401030301386471,-112.291581,33.434456,0,0,0,0.871316195,-5583,99,-2062.333333,22,202.6666667
Z0401030301386533,-112.726217,33.654619,0,-4,0,7.595180511,-5582,99,-2024.75,25.66666667,192.3333333
Z0401030301387118,-111.861777,33.483285,0,0,0,1.087114573,-5585,99,-2029,25.66666667,200.3333333
Z0401030301389594,-112.579179,33.27781,0,4,4,5.038878918,-5560,99,-2080.75,19.66666667,204
Z0401030301389769,-112.988472,33.335062,0,27,38,38.9669838,-5573,99,-2079,18.66666667,198.6666667
Z0401030301390395,-112.984391,33.154768,0,-15,-12,27.49231529,-5667,99,-2061.083333,16.66666667,206.3333333
Z0401030301391974,-113.106778,33.783975,0,0,-4,4.884276867,-5647,98,-1973.5,25.66666667,171.3333333
Z0401030301983617,-111.479414,32.44801,0,27,41,18.61096573,-5479,99,-1998.5,26.33333333,202.3333333
Z0401030301983837,-110.947558,32.268484,0,-7,-1,1.586432338,-5482,99,-2000,25.33333333,191.6666667
Z0401030301986918,-111.053861,32.494,0,76,13,44.91874313,-5451,98,-1865.5,40.33333333,174.3333333
Z0401030301989202,-110.628471,32.403043,0,-158,-141,24.55046082,-5420,98,-1834.666667,40.33333333,161.6666667
Z0401030301991642,-110.628783,32.267875,0,-104,-83,19.09003448,-5384,98,-1908.25,34.33333333,168
Z0401030302181049,-111.053964,32.629337,0,-15,-13,6.066125393,-5563,98,-1885.416667,37.33333333,183.3333333
Z0401030302181084,-111.43013,33.260042,0,0,0,2.06488204,-5570,99,-1990.666667,30.33333333,199.6666667
Z0401030302182205,-110.626421,32.899414,0,-15,-80,32.80160522,-5374,98,-1874.75,41,169.6666667
Z0401030302183317,-111.729459,33.105307,0,-24,-16,0.71484971,-5542,99,-2049.083333,22.33333333,195.3333333
Z0401030302188537,-111.161721,33.260681,0,277,390,101.8328857,-5802,97,-1698.666667,55,171.3333333
Z0401030302191664,-110.62566,33.079821,0,213,216,58.0901413,-5295,98,-1821.666667,52,154
Z0401030302192007,-111.32112,32.809357,0,-8,-7,0.815196574,-5516,99,-2004.083333,29.66666667,197
Z0401030400381524,-109.619792,32.306049,0,-51,-65,22.56013107,-5716,97,-1836,25,148.6666667
Z0401030400382231,-109.512856,32.349872,0,-2,-1,2.715016127,-5482,98,-1951.166667,22.66666667,155.3333333
Z0401030400383451,-110.203932,32.311087,0,-66,-59,13.68613148,-5505,97,-1856.833333,31.33333333,153.6666667
Z0401030400384609,-109.780895,32.172398,0,-6,-3,0.100000001,-5451,98,-1937.75,23,151.3333333
Z0401030400385177,-109.939967,32.173831,0,-15,-7,2.630435705,-5447,98,-1929.583333,24.33333333,151.3333333
Z0401030400386269,-109.515465,32.169491,0,8,-29,16.67113495,-5242,97,-1838.75,34,131
Z0401030400386794,-110.066956,32.201895,0,7,17,4.991497993,-5454,97,-1856.916667,31.33333333,146.3333333
Z0401030400387171,-109.194179,32.345775,0,-21,-13,5.170575142,-5454,98,-1957,21.66666667,153.6666667
Z0401030400387642,-109.381493,31.969523,0,-66,-38,54.6591835,-5632,96,-1700.25,35.33333333,129.6666667
Z0401030400388123,-110.20669,31.995379,0,6,1,6.371741772,-5402,98,-1919.666667,24.33333333,155
Z0401030400388196,-109.938395,32.30913,0,-41,-18,0.655897856,-5423,98,-1913.75,26,153.3333333
Z0401030400388391,-109.654044,32.144051,0,-11,-7,6.3328228,-5425,97,-1897.833333,26.33333333,145.3333333
Z0401030400388714,-110.330925,32.374946,0,-19,-29,17.68906212,-5537,98,-1864.416667,31.66666667,161
Z0401030400389176,-109.942047,31.993429,0,-59,-21,9.508799553,-5480,97,-1883.416667,27.66666667,148.6666667
Z0401030400980365,-109.617015,32.48643,0,-10,-13,6.71572876,-5494,98,-1932.833333,24.33333333,153.6666667
Z0401030400980936,-109.609349,32.982407,0,-30,-37,44.65949249,-5510,97,-1832.25,31.66666667,137.6666667
Z0401030400982340,-110.042231,32.535484,0,-10,-7,2.95438385,-5491,98,-1882.833333,30.66666667,153.6666667
Z0401030400982635,-109.891693,32.651565,0,241,252,116.4339294,-4748,91,-1460.416667,59.33333333,79.66666667
Z0401030400982800,-109.872847,33.300768,0,-81,-21,3.444377661,-5524,96,-1752.75,38,123
Z0401030400983021,-109.879139,32.804716,0,-40,2,25.11541748,-5653,97,-1904.833333,25.33333333,159
Z0401030400983496,-110.003052,33.184626,0,-35,-18,53.5140152,-5425,97,-1880.166667,33,149.6666667
Z0401030400983574,-109.718321,32.848298,0,-24,-18,1.228286147,-5530,98,-1987.75,20.66666667,165.6666667
Z0401030400983674,-110.302097,33.349022,0,17,19,15.88652611,-5550,97,-1803.166667,43,144.6666667
Z0401030400984240,-110.200754,32.671903,0,-93,-90,10.55339432,-5591,97,-1818.25,36,153.6666667
Z0401030400984937,-110.304571,33.033509,1,291,248,72.67325592,-5393,95,-1574.333333,58.66666667,100.3333333
Z0401030400987503,-110.142664,33.167627,0,-66,-43,9.556847572,-5575,98,-1937.5,29.33333333,166.6666667
Z0401030400990695,-109.715715,33.028664,0,16,35,64.21496582,-5316,96,-1806.583333,36.66666667,124.3333333
Z0401030400990834,-109.550737,33.297521,0,186,124,33.86019135,-5454,95,-1665.5,40.66666667,99.33333333
Z0401030400991682,-109.351056,32.48321,0,-7,-1,2.148525476,-5487,98,-1972.833333,21,158.6666667
Z0401030400991736,-110.303171,33.21373,0,-42,-29,5.758393288,-5511,98,-1929.5,34.33333333,168
Z0401030400991747,-109.883054,32.489074,0,-15,-4,4.794778347,-5461,97,-1892.583333,28.66666667,150
Z0401030401184253,-109.285796,33.113685,0,-260,-211,53.69357681,-5585,97,-1862.25,28.33333333,160.3333333
Z0401030401187811,-109.383374,33.65619,0,-70,-74,47.2263031,-5580,89,-1065.333333,52.66666667,48
Z0401030401190682,-109.445997,33.160827,0,-126,-140,37.6233902,-5445,96,-1786.916667,33.33333333,127.3333333
Z0401030401191546,-109.177731,33.157244,0,-195,-244,38.7417984,-5565,96,-1775.166667,32.33333333,128.3333333
Z0401030401280355,-113.689081,33.412023,0,-36,-38,4.112791061,-5603,99,-2084.75,15.66666667,199.6666667
Z0401030401280810,-113.420461,33.417559,0,-14,-9,7.706458092,-5529,99,-2093.25,17.66666667,192.6666667
Z0401030401282689,-113.968403,33.721173,0,-14,-7,15.26380444,-5654,99,-2081.166667,14.33333333,200.3333333
Z0401030401284578,-113.535809,33.685741,0,-3,-28,6.357815742,-5567,99,-2067.25,18,185.3333333
Z0401030401284699,-113.821535,34.175365,0,-4,0,22.923172,-5797,98,-1999.916667,19,197.6666667
Z0401030401288482,-113.550548,34.181301,0,97,77,40.67841339,-5792,97,-1866,30.66666667,160.6666667
Z0401030401289016,-114.082461,33.857569,0,-6,-21,5.096205711,-5623,99,-2097.333333,14.33333333,200.6666667
Z0401030401289924,-113.811117,33.860084,0,-3,-1,6.007360935,-5635,99,-2062.833333,16.66666667,194.6666667
Z0401030401291964,-114.071644,34.172821,0,-25,-28,11.28619385,-5652,99,-2071.166667,17.33333333,201
Z0401030401381347,-112.286282,33.073741,0,-2,0,1.595796227,-5565,99,-2079,18,202
Z0401030401382549,-111.97397,33.888309,0,-29,-40,29.16731834,-5376,99,-1971.083333,40.66666667,179.6666667
Z0401030401382702,-113.108338,33.405225,0,-18,-15,6.52436018,-5585,99,-2078.083333,18,197
Z0401030401382707,-112.675819,33.83567,0,-26,-22,10.5384531,-5582,99,-1978.083333,30.66666667,183.6666667
Z0401030401382782,-112.688086,33.357545,0,0,1,1.912214875,-5564,99,-2080.75,20.33333333,204.6666667
Z0401030401383105,-111.540002,33.665496,0,3,13,32.68861389,-5673,98,-1855.916667,43,182.6666667
Z0401030401384248,-111.698166,33.213726,0,-15,-1,2.925264359,-5596,99,-2022.083333,24.33333333,197
Z0401030401384378,-111.541134,33.845876,0,233,295,62.22748184,-5807,96,-1620.666667,61,144
Z0401030401384997,-112.397687,33.343116,0,102,115,20.32012558,-5621,99,-2040.416667,21,199.3333333
Z0401030401385146,-112.835933,33.743215,0,-6,-3,2.706445694,-5593,99,-2004.5,26,185
Z0401030401385878,-111.811343,33.844394,0,4,8,14.91206169,-5567,98,-1859.5,47,169.3333333
Z0401030401387064,-112.083814,34.022669,0,53,74,34.69558716,-5630,98,-1871,41.33333333,171
Z0401030401388630,-113.266308,33.690981,0,-15,-10,12.96531487,-5601,98,-2037.083333,20.33333333,182
Z0401030401388683,-112.237142,33.389871,0,-2,0,1.737146139,-5584,99,-2067.333333,21.33333333,203.6666667
Z0401030401389221,-113.10129,33.55864,0,-23,-64,31.57784081,-5553,99,-2064.083333,20.66666667,187
Z0401030401389831,-111.966407,33.21193,0,0,0,0.446196049,-5568,99,-2064,20.33333333,200.6666667
Z0401030401390234,-112.239732,33.570269,0,-1,0,1.326459527,-5596,99,-2045.583333,24.33333333,200.6666667
Z0401030401391168,-111.702156,33.709777,0,-2,-7,10.7278738,-5603,99,-1940.5,37.33333333,192.3333333
Z0401030401391366,-112.992589,33.515351,0,-3,-1,2.510000229,-5575,99,-2063.083333,20.33333333,192.6666667
Z0401030401392095,-112.559637,33.386281,0,-3,0,2.433333397,-5560,99,-2080.666667,21.33333333,204.6666667
Z0401030401983481,-111.159843,32.223287,0,-52,-31,8.208618164,-5394,99,-2012,25.66666667,194.3333333
Z0401030401986942,-110.788494,32.178101,0,-21,-21,4.562074661,-5453,99,-1957.416667,28.66666667,184
