UNIQUEID,wgs_xF,wgs_yF,PERS106,exp5nrm,exp3nrm,rough_1k,prad_sw_di,etpt_5,mind_yr_av,prec_winte,tave_sprin
Z0802020307188906,-104.267411,37.271161,0,0,0,6.716322422,-5940,95,-1570.333333,13.33333333,104.3333333
Z0802020307189097,-104.209125,37.451061,0,-4,-1,2.685238361,-5966,95,-1545.833333,14,104
Z0802020307190708,-103.816311,37.26751,0,9,13,3.115211964,-5989,95,-1595.583333,11.33333333,110.3333333
Z0802020310182770,-104.292972,38.145602,0,32,27,7.933206081,-6054,95,-1553.916667,9,107.3333333
Z0802020310183338,-104.613273,38.002891,0,0,1,14.08666897,-6048,94,-1475.083333,15.33333333,99
Z0802020310183809,-104.60095,38.174092,0,-6,-3,6.581662655,-6037,95,-1554.75,11,107
Z0802020310184501,-104.553346,38.489353,0,6,4,4.10925293,-6048,95,-1492.75,8.333333333,97.66666667
Z0802020310184808,-104.255238,38.487833,0,14,8,7.834725857,-6054,94,-1475,6.666666667,93.66666667
Z0802020310190746,-104.715294,38.129362,0,4,10,3.655409813,-6032,95,-1524.25,13.33333333,103.6666667
Z0802020401584007,-105.979445,38.801525,0,-21,-34,29.49338341,-6096,83,-997,13.33333333,9
Z0802020402782301,-105.468177,38.101734,0,-38,-27,7.039993763,-6010,91,-1221.916667,12.33333333,56.66666667
Z0802020402787168,-105.512689,37.948481,0,253,291,130.2136383,-6019,75,-494.8333333,33.33333333,-9.666666667
Z0802020402787911,-105.628578,38.173051,0,-102,-113,64.24654388,-6013,85,-971.75,15.33333333,25.66666667
Z0802020402790596,-105.057263,37.949382,0,101,10,90.21897125,-6237,80,-720,21.33333333,12.33333333
Z0802020404380460,-105.000542,38.264898,0,-11,7,3.810286522,-6033,94,-1517.916667,13.33333333,101.6666667
Z0802020404383390,-105.000539,38.445146,0,-1,0,5.600099087,-6026,95,-1533,12.33333333,100.6666667
Z0802020404384945,-105.458878,38.444282,1,157,173,24.68511009,-6263,88,-1125.416667,12.66666667,55.66666667
Z0802020404385054,-105.457642,38.263814,1,-51,-40,10.12896156,-6033,92,-1258.666667,13.33333333,61.33333333
Z0802020404391123,-104.943139,38.625568,1,26,33,47.94561768,-5940,90,-1003.75,18.66666667,49.33333333
Z0802020405581249,-105.341375,37.813753,1,7,30,22.561306,-6016,90,-1243.416667,9.666666667,52
Z0802020405582428,-105.171152,37.904294,1,-104,-46,41.13562012,-5882,91,-1126.583333,13.33333333,45.66666667
Z0802020405583681,-105.057185,37.769198,1,-62,-43,12.44859695,-5896,93,-1339.166667,17.33333333,76
Z0802020405586524,-105.113454,37.318347,0,-172,-172,74.5186615,-6237,83,-816.4166667,25,23.33333333
Z0802020405589182,-104.602662,37.858647,0,26,8,2.646591187,-6028,94,-1427.916667,18,94
Z0802020405589266,-104.660947,37.543361,0,-22,-7,5.629108906,-5995,94,-1427.583333,21,94.66666667
Z0802020405589520,-105.057254,37.633951,1,-7,-27,35.20230103,-6043,92,-1327.583333,14.66666667,76.33333333
Z0802020405590568,-104.774409,37.453495,1,-41,-16,9.043664932,-6003,94,-1322,21.33333333,88.66666667
Z0802020407180699,-104.101449,36.999546,0,-56,-44,14.38631535,-5966,94,-1556,14,103.3333333
Z0802020407181659,-103.868631,37.538425,0,-5,0,4.295581341,-5967,95,-1585.5,10.33333333,110.3333333
Z0802020407181676,-104.966561,37.246357,0,29,26,19.42048264,-5918,91,-1261.166667,15.33333333,59.66666667
Z0802020407181829,-104.149524,37.721049,0,0,13,6.807601452,-6004,95,-1559.333333,11.66666667,107
Z0802020407182218,-103.196223,37.259682,0,-2,-6,5.889307022,-5934,94,-1527.166667,9.666666667,97
Z0802020407183301,-103.345131,37.1537,0,-48,-53,16.11550522,-5888,95,-1588.083333,9.333333333,98.33333333
Z0802020407183629,-103.927797,37.358709,0,-6,4,1.632993221,-5953,95,-1636.75,10.33333333,113
Z0802020407184545,-104.320129,37.67709,0,-1,7,6.057593822,-5980,95,-1515.333333,15.33333333,100.3333333
Z0802020407184563,-105.000421,37.093068,1,154,115,38.14925003,-5817,89,-1105.833333,20.66666667,45
Z0802020407185156,-103.795624,37.150124,0,16,19,7.857159138,-5953,95,-1604.25,13,110.6666667
Z0802020407185657,-104.099314,37.179864,0,14,22,17.2851162,-5943,95,-1617.416667,12.66666667,109.6666667
Z0802020407187085,-104.379453,37.361941,0,11,0,5.656238079,-5937,95,-1508.75,16,98
Z0802020407187362,-103.307938,37.306398,0,0,-1,2.546119928,-5972,94,-1504.5,10.66666667,96.66666667
Z0802020407189227,-105.113084,37.138211,0,-181,-142,30.02489853,-5849,87,-939.8333333,24.33333333,32
Z0802020407191118,-103.756268,37.492166,0,55,84,55.11194992,-5998,95,-1571.416667,9.666666667,109.6666667
Z0802020410182993,-104.147452,37.901294,0,6,1,3.480102062,-6029,95,-1564,9.666666667,109.3333333
Z0802020410183283,-104.430405,38.083261,0,-1,-1,3.515894651,-6034,95,-1562.25,11,107.6666667
Z0802020410183513,-104.145886,38.036473,0,0,0,2.534130573,-6028,95,-1576.5,7.666666667,110.3333333
Z0802020410187219,-105.000521,38.129627,0,28,19,58.36555862,-5967,93,-1190.75,19.33333333,65.33333333
Z0802020410188727,-104.543584,38.218945,0,3,5,9.252354622,-6038,95,-1551.416667,10.33333333,106.6666667
Z0802020410188779,-104.544709,38.038696,0,32,29,12.1063633,-6045,94,-1479.333333,14.33333333,99.66666667
Z0802020501580745,-106.266474,38.753712,0,574,408,74.40326691,-6104,0,-89.5,59.33333333,-58.66666667
Z0802020502384669,-105.395807,37.362907,0,-19,-29,5.67112112,-5891,91,-1360.5,9,58.66666667
Z0802020502389614,-105.73152,37.045821,0,6,8,3.45257926,-5935,91,-1340.833333,10,58
Z0802020504382448,-105.689337,38.578245,1,-150,-123,38.87392044,-5796,86,-1032,13,15
Z0802020504383498,-105.859483,38.396916,1,-139,-90,44.08689499,-6196,88,-1121.083333,11,42
Z0802020504387049,-105.114993,38.354965,0,-7,-3,9.073749542,-6047,94,-1564.833333,12.33333333,104.3333333
Z0802020505582727,-105.057119,37.498764,0,-46,-15,9.870571136,-5976,93,-1382.5,15,86
Z0802020505582996,-104.603515,37.678331,1,8,7,10.25344944,-6023,94,-1423.916667,20,93.66666667
Z0802020505583428,-104.886865,37.859264,0,-53,-43,8.583517075,-5953,93,-1332.166667,20.33333333,85.33333333
Z0802020505584239,-104.717204,37.633645,0,-13,-6,5.450335979,-6006,94,-1450.083333,20.33333333,95.66666667
Z0802020505589131,-104.568739,37.831525,0,-42,-38,54.44750214,-6013,94,-1427.166667,18.33333333,94
Z0802020505589856,-104.955095,37.40847,0,-204,-331,72.44632721,-6172,86,-910.1666667,21.66666667,30
Z0802020507180275,-104.043561,37.134357,0,-11,-10,3.329937696,-5944,95,-1633.583333,12.33333333,112
Z0802020507181179,-104.151135,37.585852,1,46,45,18.66883087,-5992,94,-1492.416667,15.33333333,99.66666667
Z0802020507181530,-103.31396,37.036086,0,27,11,37.3775444,-5913,94,-1562.666667,8.333333333,98
Z0802020507183567,-103.591636,37.219982,0,-2,0,2.475822449,-5965,94,-1559.5,11,102.3333333
Z0802020507184493,-104.039575,37.449787,0,14,17,7.280047417,-5960,95,-1580.25,12.66666667,107.3333333
Z0802020507185040,-103.698073,37.581714,0,-23,-49,19.78014565,-6006,95,-1563.5,8.333333333,112.6666667
Z0802020507187422,-104.32177,37.49683,0,-37,-37,6.457444191,-5995,95,-1517.666667,15,102.3333333
Z0802020507187756,-104.83163,37.1381,1,-35,-19,26.08878326,-5887,94,-1368.166667,15.33333333,81
Z0802020507188293,-104.21102,37.270798,0,10,5,4.728550911,-5967,95,-1578.75,13.33333333,106
Z0802020507189062,-103.392638,37.037179,0,41,57,13.55400372,-5841,95,-1581.416667,9,97.33333333
Z0802020510182644,-104.371869,38.263222,0,-14,-4,1.898723602,-6028,95,-1578.166667,7.666666667,109.3333333
Z0802020510183877,-104.771207,38.489983,0,33,16,10.72933769,-6059,94,-1420.083333,11.33333333,90.33333333
Z0802020510184002,-104.828816,38.354861,0,-8,1,5.751275539,-6025,95,-1541.833333,11.33333333,104
Z0802020510185284,-104.327621,38.100742,0,10,7,4.486511707,-6018,95,-1569.833333,9.666666667,108.6666667
Z0802020510185765,-104.828739,38.174538,1,19,29,25.86548615,-6021,95,-1511,13.66666667,101.3333333
Z0802020510187356,-104.715994,37.949107,0,17,11,1.781470299,-5988,94,-1426.333333,17.66666667,94
Z0802020510190082,-104.201877,38.126993,0,-5,-7,1.862197042,-6019,95,-1580.666667,7.666666667,110.6666667
Z0802020510190467,-104.086104,38.261334,0,0,-1,3.990633011,-6030,95,-1559.666667,6,104.6666667
Z0802020510190873,-104.48583,38.308831,0,14,11,9.229859352,-6008,95,-1553.333333,8.666666667,104
Z0802020601580348,-106.2127,38.979896,0,-356,-255,19.08678818,-5989,86,-1080.416667,17.33333333,19.66666667
Z0802020601584438,-106.386773,39.022678,0,515,487,82.65262604,-5957,0,-62,64.33333333,-66.66666667
Z0802020601585412,-106.147781,38.529682,0,-151,-125,12.44940853,-6036,89,-1177.666667,13.33333333,42.66666667
Z0802020601585562,-106.264911,38.663668,0,27,-50,113.8605118,-6028,41,-289.6666667,52.33333333,-45.33333333
Z0802020602380956,-105.33921,37.317842,1,100,123,57.45993423,-6151,87,-1042.416667,16,41.33333333
Z0802020602382572,-105.507218,37.137134,0,-58,-53,18.02840424,-5947,91,-1347.833333,9,59.33333333
Z0802020602385135,-105.644006,37.334774,0,-5,-4,2.204930305,-5966,91,-1370.833333,6.666666667,58.66666667
Z0802020602387180,-105.340507,37.633533,0,-14,-15,66.22917175,-5911,85,-953.0833333,19,26.33333333
Z0802020602389843,-105.676498,37.181358,0,-33,-29,7.704720974,-5970,91,-1368.666667,8,60.33333333
Z0802020602390567,-105.508124,37.272339,0,0,1,2.540102482,-5959,91,-1358.666667,8,60
Z0802020602390577,-105.170041,37.408499,0,222,246,104.279007,-6182,82,-775.4166667,26.66666667,16.33333333
Z0802020602784254,-105.149036,38.039782,0,-45,-70,81.36493683,-6098,85,-866.75,18.33333333,18.33333333
Z0802020604381817,-105.172857,38.625239,1,166,161,86.64821625,-6008,88,-993.75,13.33333333,30.33333333
Z0802020604382698,-105.858918,38.351976,0,139,71,109.4959412,-5915,79,-689.1666667,25.33333333,-0.666666667
Z0802020604387312,-105.805175,38.667679,0,-60,-34,17.99557686,-6090,86,-1075.166667,10.66666667,20
Z0802020605581698,-104.830335,37.723997,0,-13,-15,4.210268974,-6023,94,-1411.916667,20,93
Z0802020607180195,-104.32598,37.046241,0,172,152,71.68637085,-6055,88,-1010.25,23.33333333,51.66666667
Z0802020607180547,-104.04526,36.999179,0,-40,-37,12.90275955,-5969,94,-1577.25,14.66666667,106.3333333
Z0802020607181010,-104.213351,37.045466,1,-66,-50,14.86122704,-5986,94,-1480.25,13.66666667,97.33333333
Z0802020607182238,-104.547749,37.542981,0,12,4,5.254954338,-5981,94,-1373.083333,22,90
Z0802020607182694,-103.078921,37.438087,0,20,25,12.62392712,-5974,95,-1497.833333,9.666666667,100.3333333
Z0802020607183833,-104.7755,37.092945,1,-41,-32,35.41969299,-6041,92,-1311.416667,15.33333333,80.33333333
Z0802020607184329,-104.042993,37.179422,0,17,10,2.504521132,-5955,95,-1614.166667,13,110.3333333
Z0802020607186572,-104.153109,37.405605,0,-19,-16,4.212966919,-5964,95,-1585.333333,12.66666667,108
Z0802020607187641,-103.876039,37.042748,0,0,-1,6.29811573,-5953,95,-1600.166667,18,112.6666667
Z0802020607188889,-104.322992,37.361631,0,48,39,7.451466084,-5936,95,-1490.333333,16.33333333,97.33333333
Z0802020607189459,-104.264767,37.541556,0,-30,-27,7.243415833,-6012,95,-1518.5,14.33333333,102.3333333
Z0802020607191133,-103.874037,37.177937,0,29,22,2.728284359,-5961,95,-1606.666667,14,110.6666667
Z0802020610185431,-104.203347,37.991813,0,8,8,3.17941618,-6029,95,-1566.416667,9.333333333,109
Z0802020610185845,-104.681942,37.92198,0,10,17,32.04750824,-5937,94,-1444.166667,18,94
Z0802020610185971,-104.140587,38.487049,0,-3,-3,2.682133198,-6047,94,-1482,5.666666667,92.66666667
Z0802020610186451,-104.31342,38.398069,0,-12,-7,3.746661901,-6041,95,-1544.666667,7,102.6666667
Z0802020610188338,-104.261639,37.857001,0,-8,-6,6.964382648,-6038,95,-1541.5,12.33333333,105.3333333
Z0802020701580930,-106.038314,38.891032,0,173,179,35.22372437,-6085,80,-855.6666667,19.66666667,-4
Z0802020701583213,-106.211995,38.934415,0,-105,0,33.69691849,-6107,82,-928.5,20.66666667,5
Z0802020702390524,-105.339322,37.363028,1,-6,30,19.65334892,-6010,89,-1171.416667,13.33333333,46
Z0802020702787358,-105.398675,37.903705,0,-5,17,25.68314171,-5974,89,-1107.666667,12,41
Z0802020702789512,-105.228849,38.174574,0,-55,-35,12.41167164,-6022,89,-1040.833333,14.33333333,37
Z0802020702789584,-105.34324,38.219313,1,-50,-84,27.47519684,-6101,91,-1102.833333,14.33333333,51.33333333
Z0802020704380823,-105.801653,38.352372,1,61,102,69.67697144,-6082,89,-1147.25,10,46.66666667
Z0802020705583228,-104.943764,37.814257,1,-107,-77,29.84928513,-5913,93,-1267.75,20.33333333,70.33333333
Z0802020705587557,-105.397292,37.72357,1,-64,-43,16.80384827,-5985,89,-1129.333333,11.33333333,42.33333333
Z0802020705588046,-104.660536,37.633496,0,8,14,4.679840565,-6005,94,-1437.416667,20.33333333,94.33333333
Z0802020705589444,-105.114684,37.858928,1,-81,-21,17.28549385,-5861,91,-1206.083333,13.66666667,53.66666667
Z0802020705589624,-105.170309,37.543632,0,-72,-104,95.92927551,-5989,88,-1068.25,14.33333333,41.33333333
Z0802020707180332,-103.250496,37.350626,0,3,2,4.078460217,-5974,94,-1504.166667,9.666666667,98.66666667
Z0802020707180427,-103.814185,37.402691,0,19,38,5.786391258,-6009,95,-1586,10.33333333,111.3333333
Z0802020707181343,-104.37607,37.767533,0,14,8,5.886090279,-5996,94,-1423.416667,17.66666667,91.66666667
Z0802020707182890,-103.53267,37.354465,0,8,11,1.678623796,-5970,94,-1537.416667,11.33333333,101
Z0802020707185051,-104.606222,37.182608,1,5,1,16.25304985,-5876,94,-1381.833333,17.33333333,85
Z0802020707185686,-105.000511,37.318528,0,14,-49,36.546772,-5768,86,-906.4166667,23.66666667,26
Z0802020707185977,-104.302328,37.154191,0,-15,-4,5.146529675,-5970,95,-1552.583333,12,103
Z0802020707187740,-104.107702,37.423298,0,-4,2,7.280137539,-5937,95,-1590.25,13.33333333,106.3333333
Z0802020707188178,-104.436589,37.272088,0,11,14,2.445755005,-5943,95,-1509.416667,14.33333333,98
Z0802020707188493,-105.056707,37.002912,0,36,-3,11.26974583,-5879,88,-990.25,23,37.33333333
Z0802020707189581,-103.388244,37.244427,0,3,1,3.567233086,-5967,94,-1524.916667,10.66666667,96.33333333
Z0802020707190920,-103.923874,37.629127,1,14,20,11.96997547,-6014,95,-1533.916667,11.33333333,106
Z0802020710183766,-104.488046,37.993399,0,-29,-18,18.13278389,-6032,95,-1533.083333,13.66666667,105
Z0802020710185474,-104.885884,38.490133,1,-2,-29,27.21913338,-5985,94,-1419.916667,13.33333333,89
Z0802020710187042,-104.599461,38.444459,0,-34,-28,3.977258682,-6045,95,-1517.5,8.666666667,102
Z0802020710187084,-104.771635,38.354799,0,0,1,3.721952438,-6031,95,-1528.333333,11,103
Z0802020710188461,-104.144835,38.126591,0,-1,1,0.78778553,-6032,95,-1584,6.666666667,112
Z0802020710188910,-104.486784,38.173647,0,-4,-4,3.429212093,-6043,95,-1556.416667,10.33333333,107.6666667
Z0802020801587797,-106.20744,38.664221,0,-39,-96,108.3607559,-5954,75,-692.6666667,33,-15
Z0802020801588153,-106.32567,38.843168,0,335,262,119.1705246,-5968,29,-272.25,54.66666667,-50
Z0802020802381374,-105.566208,37.497418,0,-33,-13,2.807115793,-5973,91,-1378.416667,6.666666667,58.66666667
Z0802020802383558,-105.734133,37.316222,0,-5,-1,1.17529273,-5962,91,-1374.916667,6.333333333,58.33333333
Z0802020802385364,-105.282981,37.453639,1,-152,-135,50.4835701,-5906,89,-1189.166667,12.66666667,47.33333333
Z0802020802390374,-105.618704,37.001393,0,-3,-3,1.907428384,-5940,91,-1369.666667,10,61
Z0802020802784442,-105.171694,38.129582,0,-7,-70,44.98315811,-6049,89,-1009.75,15,34.66666667
Z0802020802786804,-105.629226,38.263227,0,-79,-32,14.64547729,-6057,91,-1260.666667,10.66666667,58.33333333
Z0802020802788410,-105.513033,37.993301,0,-16,-29,84.30621338,-5948,84,-881.4166667,19.33333333,18.33333333
Z0802020802790174,-105.342599,38.084133,1,-26,0,27.73703957,-5984,90,-1094.5,13,40.33333333
Z0802020804381461,-105.459987,38.624492,1,-63,-12,39.83963394,-6034,90,-1115.416667,12,48
Z0802020804384308,-105.630784,38.443493,1,43,66,63.78466034,-5811,92,-1248.583333,11,52.66666667
Z0802020805580040,-104.489917,37.723015,0,-21,-27,7.754203796,-6025,94,-1417.833333,19,92.66666667
Z0802020805586706,-105.227854,37.813957,1,-19,0,12.02655315,-5922,92,-1353.333333,11.33333333,63.33333333
Z0802020805587537,-105.113655,37.408513,0,187,105,93.10148621,-5906,87,-968.1666667,21,31
Z0802020805588187,-105.227795,37.63423,0,-113,-165,29.60695267,-5960,87,-1030.416667,15.33333333,36.66666667
Z0802020807180753,-104.206579,37.676092,0,2,13,3.368361473,-6003,95,-1535.083333,13.33333333,104
Z0802020807182117,-103.22152,37.142895,0,-7,-13,5.63118124,-5864,95,-1580.25,8.666666667,98.66666667
Z0802020807182681,-103.300811,37.621741,0,-6,-6,5.457595825,-6003,95,-1540.333333,8,109.6666667
Z0802020807183210,-103.925865,37.493893,0,-4,-7,3.929222345,-5970,95,-1587.416667,11,109
Z0802020807184062,-103.584014,37.625483,0,-16,-3,37.37376785,-5979,96,-1597.083333,7.666666667,116.6666667
Z0802020807184280,-104.54976,37.227584,1,-34,-76,23.11337662,-5871,94,-1403.25,17.66666667,88
Z0802020807184500,-103.304897,37.441547,0,15,13,6.985439301,-5977,94,-1506.583333,9.666666667,100.3333333
Z0802020807185909,-103.190818,37.484917,0,-21,-19,5.039239883,-5954,95,-1527.166667,9.333333333,103.3333333
Z0802020807186286,-104.380566,37.226738,0,-1,-9,10.96300507,-5988,94,-1507.583333,13.33333333,99.66666667
Z0802020807187514,-104.83144,37.228259,0,9,25,16.98818398,-5922,92,-1303,16.66666667,70.33333333
Z0802020807188569,-103.928472,37.313692,0,4,10,37.91808701,-5954,95,-1636.833333,10.66666667,113
Z0802020807189248,-103.819823,37.042202,0,-2,-6,3.439094782,-5954,95,-1607.75,15.66666667,112.3333333
Z0802020807190516,-103.536166,37.174242,0,-13,-10,22.80874443,-6024,94,-1506.583333,12,99.33333333
Z0802020810180058,-104.10808,38.333601,0,-5,-6,2.775724411,-6036,95,-1550.833333,5.666666667,102
Z0802020810180237,-104.772567,38.039368,1,65,78,12.67037868,-6039,94,-1424.583333,17,94.66666667
Z0802020810183069,-104.714941,38.219487,0,40,33,10.1131525,-6056,94,-1508.25,12,103.6666667
Z0802020810183157,-104.428289,38.353625,0,5,4,4.959675789,-6039,95,-1538.666667,8,103.6666667
Z0802020810183184,-104.083263,38.486614,0,3,4,3.340885401,-6049,94,-1480,5.666666667,92.66666667
Z0802020810183347,-105.034823,38.237846,1,-19,-12,27.71803284,-6054,94,-1464.166667,14.66666667,97.66666667
Z0802020810183926,-104.886514,38.084589,0,14,4,12.40926647,-6030,94,-1389,17.33333333,92
Z0802020810185824,-104.144308,38.17165,0,-5,0,3.563337326,-6047,95,-1578.916667,6.333333333,111.3333333
Z0802020810185862,-104.943635,37.949446,0,-56,-43,30.38829422,-5992,92,-1201.416667,22,68
Z0802020810189240,-104.7731,37.904174,0,78,68,17.99967384,-5996,93,-1323.916667,20.33333333,84.66666667
Z0802020810191221,-104.318058,37.902406,0,-47,-46,7.963299751,-6001,95,-1555,12,106.6666667
Z0803020100384414,-105.792929,37.541181,0,0,0,0.723278165,-5983,91,-1355.666667,5,55.33333333
Z0803020100387845,-105.738114,37.721802,0,-2,-1,1.123666406,-5997,92,-1395.833333,5,60.66666667
Z0803020102190076,-106.523882,37.308758,0,80,126,93.08878326,-6117,79,-281.25,87.66666667,3
Z0803020103785138,-106.336707,39.428701,0,-23,-18,69.30323792,-6178,71,-677.6666667,43,-19.33333333
Z0803020104980546,-105.820828,40.019165,0,-41,-29,54.11857986,-6048,83,-875,32,11
Z0803020104981278,-106.529805,40.282268,0,-52,-56,13.00015163,-6186,85,-988.25,28,16.66666667
Z0803020104981689,-106.407545,40.058591,0,-85,-28,3.754539251,-6107,88,-1114,20.66666667,34.33333333
Z0803020104984364,-106.116758,40.196926,0,-74,-131,51.20182037,-6194,73,-676.25,41.33333333,-14.66666667
Z0803020104986560,-105.818999,39.839341,0,-101,-134,112.254837,-6052,72,-596.5,35.66666667,-14.33333333
Z0803020104987011,-106.234981,40.240771,0,-49,-71,38.44381332,-6088,81,-860.3333333,31.66666667,1.666666667
Z0803020104987109,-106.287703,39.924895,0,144,42,80.28885651,-6009,77,-744.0833333,42.33333333,-7.333333333
Z0803020104991109,-105.971771,39.909926,0,28,14,100.9785767,-6178,66,-532.3333333,48.66666667,-24.33333333
Z0803020105182267,-107.475629,38.779401,0,488,465,139.0814514,-5943,59,-501,58.33333333,-39.33333333
Z0803020105182464,-107.304508,38.82819,0,-37,161,97.18585968,-6256,84,-919.5,35,17.33333333
Z0803020105182605,-107.310207,39.008114,0,-33,11,26.32335663,-5977,87,-922.1666667,41.33333333,25
Z0803020105183103,-107.230219,38.288759,0,-233,-184,71.24246216,-6030,87,-1119.666667,18.66666667,30
Z0803020105183329,-107.464403,38.464566,0,20,54,98.40923309,-5769,87,-1058.833333,28.33333333,22.33333333
Z0803020105184116,-107.011655,38.653152,0,-44,-19,27.15034866,-6040,83,-901.5,36.33333333,5.333333333
Z0803020105184331,-106.727731,38.792857,0,95,71,55.01828766,-6180,69,-578.75,50,-28.33333333
Z0803020105185013,-107.060085,38.336925,0,-102,-142,56.18050385,-6119,82,-910.9166667,27.33333333,5.666666667
Z0803020105185963,-107.182227,38.605068,0,77,111,28.32523155,-5995,69,-623.0833333,49.66666667,-28.33333333
Z0803020105186483,-107.139965,39.101389,0,204,140,122.6568298,-5851,42,-396.8333333,62.33333333,-50.33333333
Z0803020105188208,-107.016715,38.83328,0,185,145,45.29455948,-5801,71,-666.0833333,49,-27.66666667
Z0803020105189533,-107.424227,38.960678,0,234,194,54.12039948,-5943,83,-941.8333333,30.66666667,8.333333333
Z0803020105190056,-106.846315,38.926203,0,-253,-267,73.85422516,-5943,72,-654.3333333,50.66666667,-27.66666667
Z0803020105190561,-106.558322,38.930494,0,-126,-76,21.48255348,-5866,76,-726.75,43.66666667,-20
Z0803020105190583,-107.430094,39.140486,0,-109,-49,61.14009476,-6060,89,-963.5,44,43.33333333
Z0803020105381552,-107.22473,38.108641,0,376,303,20.8241806,-6077,17,-53.66666667,82.33333333,-53.66666667
Z0803020105389284,-107.220645,37.973549,0,211,179,39.00554276,-5989,48,-248.1666667,79.33333333,-42
Z0803020105780071,-106.184873,40.736749,0,29,29,26.23148727,-6229,83,-1004.416667,21,12
Z0803020105783721,-106.414034,40.373775,0,30,33,28.93865967,-6229,73,-721.3333333,38,-16
Z0803020105783957,-106.50516,40.760041,0,63,50,62.77288055,-6092,82,-898.0833333,24.66666667,2
Z0803020105786755,-106.062979,40.512569,0,44,53,28.7688446,-6233,74,-744,32.66666667,-10.66666667
Z0803020105790388,-106.36248,40.734789,0,8,4,3.783269882,-6203,84,-1019.666667,19,12.33333333
Z0803020107980646,-107.103016,37.840536,0,196,233,92.98803711,-5844,62,-327.5833333,80.66666667,-31.33333333
Z0803020107990991,-106.810576,37.485014,0,100,14,57.59469223,-5753,75,-264.4166667,97.33333333,-12.66666667
Z0803020109780120,-107.262775,39.324229,1,32,81,68.83061218,-5988,89,-904.3333333,50,37
Z0803020109781650,-106.796626,39.242259,0,-213,-247,119.9125366,-5993,82,-776.75,45.33333333,1.666666667
Z0803020110580136,-106.078479,37.719181,0,0,0,0.472581565,-5999,91,-1354,5.333333333,55.66666667
Z0803020110580877,-106.359568,37.581057,0,-32,-35,54.12115479,-6047,88,-981.5833333,35,39.66666667
Z0803020110588797,-106.073944,37.403759,0,-3,-1,1.825741887,-5976,91,-1297.416667,9,51.66666667
Z0803020110590525,-106.244162,37.447176,0,249,161,78.98219299,-5918,85,-754.5,52,26.33333333
Z0803020110782903,-107.0041,40.410147,0,0,30,18.98018837,-6206,89,-969.8333333,44,38.66666667
Z0803020110784224,-106.837237,40.773246,0,-12,39,49.0463028,-6075,85,-945.5,31.66666667,9.333333333
Z0803020110785209,-106.735721,40.071933,0,-1,23,107.0764923,-6193,80,-736.5,42.33333333,1
Z0803020110785274,-107.128958,40.633177,0,101,66,56.01154709,-6168,84,-895.75,38.33333333,12.66666667
Z0803020110787398,-107.023079,40.256675,0,164,136,79.49625397,-6112,82,-754.8333333,45,1.666666667
Z0803020110788311,-107.300061,40.449675,0,-21,-31,5.466851234,-6192,90,-1030.083333,37,46
Z0803020110789115,-107.009467,40.590216,0,-70,-38,11.87294292,-6156,88,-988.25,41,33.66666667
Z0803020110789421,-107.134737,40.813162,0,-66,-41,21.4970417,-6205,82,-809.5833333,35.66666667,1.666666667
Z0803020110789833,-107.304682,40.584701,0,-90,-99,27.03787804,-6197,90,-1049.25,33.66666667,44.66666667
Z0803020110790083,-106.828627,40.458098,0,-67,-56,40.68653107,-6117,89,-955.75,48,38.33333333
Z0803020110982253,-106.221142,38.11435,0,-93,-55,2.418176174,-5997,90,-1254.583333,11,50.66666667
Z0803020110982525,-106.331602,37.914875,0,99,42,74.78653717,-5933,86,-991.3333333,28.66666667,29.33333333
Z0803020110982970,-106.773074,38.296558,0,-90,-44,26.77673531,-5962,84,-974.6666667,28.33333333,12.33333333
Z0803020110983595,-106.362905,37.761303,0,-8,-16,18.81354523,-5962,90,-1203.416667,15.66666667,48.33333333
Z0803020110984513,-106.315066,38.257323,0,-116,-82,58.91899872,-5846,86,-1031.083333,25,22
Z0803020110985010,-105.739456,37.856991,0,0,1,3.067523003,-6016,92,-1386.666667,5.333333333,61
Z0803020110986759,-105.855727,38.081526,0,-13,-6,1.657672644,-5991,91,-1356.416667,7.333333333,60.33333333
Z0803020110987305,-106.024236,37.899924,0,0,0,0.422952592,-6012,91,-1377.25,5.666666667,59.66666667
Z0803020110988232,-106.260084,38.39317,0,-95,-65,67.21343231,-5875,80,-726.3333333,35.33333333,-6.333333333
Z0803020110988545,-106.939732,38.113863,0,-69,-62,45.36173248,-6004,75,-626.5833333,50,-12.33333333
Z0803020110989508,-106.143831,38.259523,0,-250,-223,58.02786636,-6194,85,-1008.833333,20.66666667,23
Z0803020110990436,-105.569294,37.903002,0,402,358,113.0654602,-5999,68,-378.5833333,40.66666667,-20.33333333
Z0803020110990582,-105.876708,37.928153,0,0,0,0.498381227,-6013,92,-1387.5,5.666666667,61.33333333
Z0803020110990725,-106.650706,37.937885,0,19,48,42.08405685,-6157,72,-406.5833333,66.33333333,-15.66666667
Z0803020111181584,-107.857483,37.66243,0,257,249,51.37962723,-5869,65,-399.6666667,78.66666667,-27.66666667
Z0803020111190127,-107.557222,37.831545,0,219,292,65.91539001,-6161,0,77.91666667,93,-55.66666667
Z0803020111782345,-106.16475,39.565623,0,94,158,65.49259949,-6240,53,-442.5833333,52.33333333,-33.66666667
Z0803020200383344,-105.907205,37.630491,0,0,0,0.435194135,-5990,91,-1355.666667,5,55.66666667
